"","tt0006501","The Chess Queen","1916","Movie","Animation, Short","USA","C. Allan Gilbert","N/A","N/A","2022/04/01"
"","tt0006502","Chicken-Hearted Jim","1916","Movie","Drama, Short","USA","Francis Ford","N/A","N/A","2022/04/01"
"","tt0006503","Chickens","1916","Movie","Short, Comedy","United States","Bobby Burns, Walter Stull","N/A","N/A","2022/04/01"
"","tt0006504","A Child of Mystery","1916","Movie","Thriller, Drama, Crime","United States","Hobart Henley","N/A","N/A","2022/04/01"
"","tt0006505","A Child of the Paris Streets","1916","Movie","Drama","United States","Lloyd Ingraham","7.0","17","2022/04/01"
"","tt0006506","#DUPE#","1916","Movie","N/A","N/A","N/A","N/A","N/A","2022/04/01"
"","tt0006507","A Child of the Streets","1916","Movie","N/A","USA","N/A","N/A","N/A","2022/04/01"
"","tt0006508","The Children Pay","1916","Movie","Drama","United States","Lloyd Ingraham","7.2","49","2022/04/01"
"","tt0006509","The Children in the House","1916","Movie","Drama","United States","Chester M. Franklin, Sidney Franklin","6.6","591","2022/04/01"
"","tt0006510","Children of the Feud","1916","Movie","Drama","USA","Joseph Henabery","N/A","N/A","2022/04/01"
"","tt0006511","Christus","1916","Movie","Drama","Italy","Giulio Antamoro","5.9","73","2022/04/01"
"","tt0006512","Ciklámen","1916","Movie","N/A","Hungary","Alexander Korda","N/A","N/A","2022/04/01"
"","tt0006513","Cinders of Love","1916","Movie","Comedy, Short","United States","Walter Wright","N/A","N/A","2022/04/01"
"","tt0006514","The Circular Room","1916","Movie","Short, Drama","USA","Ben F. Wilson","N/A","N/A","2022/04/01"
"","tt0006515","#DUPE#","1916","Movie","N/A","N/A","N/A","N/A","N/A","2022/04/01"
"","tt0006516","The City of Failing Light","1916","Movie","Drama","USA","George Terwilliger","N/A","N/A","2022/04/01"
"","tt0006517","Civilization","1915","Movie","Drama, War","United States","Reginald Barker, Thomas H. Ince, Raymond B. West","6.0","361","2022/04/01"
"","tt0006518","A Close Call","1916","Movie","Short, Western","United States","Tom Mix","N/A","N/A","2022/04/01"
"","tt0006519","The Closed Road","1916","Movie","Drama","United States","Maurice Tourneur","N/A","N/A","2022/04/01"
"","tt0006520","The Clown","1916","Movie","Drama","USA","William C. de Mille","N/A","N/A","2022/04/01"
"","tt0006521","The Code of His Ancestors","1916","Movie","Short, Drama","United States","Raymond L. Schrock","N/A","N/A","2022/04/01"
"","tt0006522","The Code of Honor","1916","Movie","Short, Drama","USA","Frank Borzage","N/A","N/A","2022/04/01"
"","tt0006523","The Code of Marcia Gray","1916","Movie","Drama","United States","Frank Lloyd","N/A","N/A","2022/04/01"
"","tt0006524","Colonel Heeza Liar's Bachelor Quarters","1916","Movie","Animation, Comedy, Short","USA","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006525","Colonel Heeza Liar Captures Villa","1916","Movie","Animation, Comedy, Short","N/A","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006526","Colonel Heeza Liar Gets Married","1916","Movie","Animation, Comedy, Short","USA","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006527","Colonel Heeza Liar on Strike","1916","Movie","Animation, Comedy, Short","USA","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006528","Colonel Heeza Liar Plays Hamlet","1916","Movie","Animation, Comedy, Short","N/A","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006529","Colonel Heeza Liar Wins the Pennant","1916","Movie","Animation, Comedy, Short","N/A","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006530","Colonel Heeza Liar and the Bandits","1916","Movie","Animation, Comedy, Short","N/A","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006531","Colonel Heeza Liar and the Pirates","1916","Movie","Animation, Comedy, Short","USA","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006532","Colonel Heeza Liar at the Vaudeville Show","1916","Movie","Animation, Comedy, Short","N/A","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006533","Colonel Heeza Liar's Courtship","1916","Movie","Animation, Comedy, Romance, Short","USA","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006534","Colonel Heeza Liar's Waterloo","1916","Movie","Animation, Comedy, Short","USA","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006535","Colonel Heeza Liar, Hobo","1916","Movie","Animation, Comedy, Short","USA","John Randolph Bray","N/A","N/A","2022/04/01"
"","tt0006536","The Colored American Winning His Suit","1916","Movie","Drama","USA","N/A","N/A","N/A","2022/04/01"
"","tt0006537","The Combat","1916","Movie","Drama","United States","Ralph Ince","N/A","N/A","2022/04/01"
"","tt0006538","The Come-Back","1916","Movie","Drama","United States","Fred J. Balshofer","N/A","N/A","2022/04/01"
"","tt0006539","The Committee on Credentials","1916","Movie","Short, Western","United States","George Marshall","N/A","N/A","2022/04/01"
"","tt0006540","Common Ground","1916","Movie","Drama","United States","William C. de Mille","N/A","N/A","2022/04/01"
"","tt0006541","The Common Law","1916","Movie","Drama, Romance","United States","Albert Capellani","N/A","N/A","2022/04/01"
"","tt0006542","Como aquel día","1916","Movie","N/A","Spain, Italy","Mario Caserini","N/A","N/A","2022/04/01"
"","tt0006543","The Conflict","1916","Movie","Drama","United States","Ralph Ince","N/A","N/A","2022/04/01"
"","tt0006544","Crooked Trails","1916","Movie","Short, Western","United States","Tom Mix","N/A","N/A","2022/04/01"
"","tt0006545","Cooks vs. Chefs: The Phable of Olaf and Louie","1916","Movie","Animation, Short, Comedy","United States","Raoul Barre","N/A","N/A","2022/04/01"
"","tt0006546","A Corner in Water","1916","Movie","Short, Comedy, Western","USA","Tom Mix","N/A","N/A","2022/04/01"
"","tt0006547","The Cossack Whip","1916","Movie","Drama","United States","John H. Collins","8.0","86","2022/04/01"
